member_id,full_name,student_id,email,faculty_code,entrance_year,grade,discord_user_id,discord_username,teams,roles,status,email_verified,email_verified_at,merge_target_member_id,approved_by,approved_at,created_at,last_login_at,updated_at,notify_optout
mem_seed_017,メンバー17,092500017,member017@example.com,09,25,B1,discord_017,member017,提案,SubLeader,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_018,メンバー18,012500018,member018@example.com,01,25,B1,discord_018,member018,"すまい,PC,提案",SubLeader,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_019,メンバー19,022500019,member019@example.com,02,25,B1,discord_019,member019,提案,SubLeader,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_020,メンバー20,032500020,member020@example.com,03,25,B1,discord_020,member020,"すまい,キャリア,提案",SubLeader,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_021,メンバー21,042500021,member021@example.com,04,25,B1,discord_021,member021,"PC,提案",Chief,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_022,メンバー22,052500022,member022@example.com,05,25,B1,discord_022,member022,"すまい,提案",Chief,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_023,メンバー23,062500023,member023@example.com,06,25,B1,discord_023,member023,提案,Chief,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_024,メンバー24,072500024,member024@example.com,07,25,B1,discord_024,member024,"すまい,PC,提案",Chief,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_025,メンバー25,082500025,member025@example.com,08,25,B1,discord_025,member025,"キャリア,提案",Chief,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_026,メンバー26,092500026,member026@example.com,09,25,B1,discord_026,member026,"すまい,提案",Chief,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_027,メンバー27,012500027,member027@example.com,01,25,B1,discord_027,member027,"PC,提案",Chief,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_028,メンバー28,022500028,member028@example.com,02,25,B1,discord_028,member028,"すまい,提案",Chief,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_029,メンバー29,032500029,member029@example.com,03,25,B1,discord_029,member029,提案,Chief,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_030,メンバー30,042500030,member030@example.com,04,25,B1,discord_030,member030,"すまい,PC,キャリア,提案",Chief,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_031,メンバー31,052500031,member031@example.com,05,25,B1,discord_031,member031,提案,Chief,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_032,メンバー32,062500032,member032@example.com,06,25,B1,discord_032,member032,"すまい,提案",Chief,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_033,メンバー33,072500033,member033@example.com,07,25,B1,discord_033,member033,"PC,提案",Chief,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_034,メンバー34,082500034,member034@example.com,08,25,B1,discord_034,member034,"すまい,提案",Chief,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_035,メンバー35,092500035,member035@example.com,09,25,B1,discord_035,member035,"キャリア,提案",Chief,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_036,メンバー36,012500036,member036@example.com,01,25,B1,discord_036,member036,"すまい,PC,提案",Chief,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_037,メンバー37,022500037,member037@example.com,02,25,B1,discord_037,member037,提案,Chief,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_038,メンバー38,032500038,member038@example.com,03,25,B1,discord_038,member038,"すまい,提案",Chief,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_039,メンバー39,042500039,member039@example.com,04,25,B1,discord_039,member039,"PC,提案",Chief,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_040,メンバー40,052500040,member040@example.com,05,25,B1,discord_040,member040,"すまい,キャリア,提案",Chief,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_041,メンバー41,062400041,member041@example.com,06,24,B2,discord_041,member041,提案,Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_042,メンバー42,072400042,member042@example.com,07,24,B2,discord_042,member042,"すまい,PC,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_043,メンバー43,082400043,member043@example.com,08,24,B2,discord_043,member043,提案,Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_044,メンバー44,092400044,member044@example.com,09,24,B2,discord_044,member044,"すまい,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_045,メンバー45,012400045,member045@example.com,01,24,B2,discord_045,member045,"PC,キャリア,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_046,メンバー46,022400046,member046@example.com,02,24,B2,discord_046,member046,"すまい,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_047,メンバー47,032400047,member047@example.com,03,24,B2,discord_047,member047,提案,Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_048,メンバー48,042400048,member048@example.com,04,24,B2,discord_048,member048,"すまい,PC,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_049,メンバー49,052400049,member049@example.com,05,24,B2,discord_049,member049,提案,Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_050,メンバー50,062400050,member050@example.com,06,24,B2,discord_050,member050,"すまい,キャリア,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_051,メンバー51,072400051,member051@example.com,07,24,B2,discord_051,member051,"PC,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_052,メンバー52,082400052,member052@example.com,08,24,B2,discord_052,member052,"すまい,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_053,メンバー53,092400053,member053@example.com,09,24,B2,discord_053,member053,提案,Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_054,メンバー54,012400054,member054@example.com,01,24,B2,discord_054,member054,"すまい,PC,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_055,メンバー55,022400055,member055@example.com,02,24,B2,discord_055,member055,"キャリア,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_056,メンバー56,032400056,member056@example.com,03,24,B2,discord_056,member056,"すまい,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_057,メンバー57,042400057,member057@example.com,04,24,B2,discord_057,member057,"PC,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_058,メンバー58,052400058,member058@example.com,05,24,B2,discord_058,member058,"すまい,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_059,メンバー59,062400059,member059@example.com,06,24,B2,discord_059,member059,提案,Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_060,メンバー60,072400060,member060@example.com,07,24,B2,discord_060,member060,"すまい,PC,キャリア,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_061,メンバー61,082400061,member061@example.com,08,24,B2,discord_061,member061,提案,Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_062,メンバー62,092400062,member062@example.com,09,24,B2,discord_062,member062,"すまい,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_063,メンバー63,012400063,member063@example.com,01,24,B2,discord_063,member063,"PC,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_064,メンバー64,022400064,member064@example.com,02,24,B2,discord_064,member064,"すまい,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_065,メンバー65,032400065,member065@example.com,03,24,B2,discord_065,member065,"キャリア,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_066,メンバー66,042400066,member066@example.com,04,24,B2,discord_066,member066,"すまい,PC,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_067,メンバー67,052400067,member067@example.com,05,24,B2,discord_067,member067,提案,Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_068,メンバー68,062400068,member068@example.com,06,24,B2,discord_068,member068,"すまい,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_069,メンバー69,072400069,member069@example.com,07,24,B2,discord_069,member069,"PC,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_070,メンバー70,082400070,member070@example.com,08,24,B2,discord_070,member070,"すまい,キャリア,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_071,メンバー71,092300071,member071@example.com,09,23,B3,discord_071,member071,提案,Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_072,メンバー72,012300072,member072@example.com,01,23,B3,discord_072,member072,"すまい,PC,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_073,メンバー73,022300073,member073@example.com,02,23,B3,discord_073,member073,提案,Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_074,メンバー74,032300074,member074@example.com,03,23,B3,discord_074,member074,"すまい,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_075,メンバー75,042300075,member075@example.com,04,23,B3,discord_075,member075,"PC,キャリア,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_076,メンバー76,052300076,member076@example.com,05,23,B3,discord_076,member076,"すまい,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_077,メンバー77,062300077,member077@example.com,06,23,B3,discord_077,member077,提案,Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_078,メンバー78,072300078,member078@example.com,07,23,B3,discord_078,member078,"すまい,PC,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_079,メンバー79,082300079,member079@example.com,08,23,B3,discord_079,member079,提案,Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_080,メンバー80,092300080,member080@example.com,09,23,B3,discord_080,member080,"すまい,キャリア,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_081,メンバー81,012300081,member081@example.com,01,23,B3,discord_081,member081,"PC,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_082,メンバー82,022300082,member082@example.com,02,23,B3,discord_082,member082,"すまい,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_083,メンバー83,032300083,member083@example.com,03,23,B3,discord_083,member083,提案,Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_084,メンバー84,042300084,member084@example.com,04,23,B3,discord_084,member084,"すまい,PC,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_085,メンバー85,052300085,member085@example.com,05,23,B3,discord_085,member085,"キャリア,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_086,メンバー86,062300086,member086@example.com,06,23,B3,discord_086,member086,"すまい,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
